Company name,Inactive,Quoted,Branch,OwnData,Woco,R/O Full Postcode,Registered number,Primary UK SIC (2007) code,Latest accounts date,Company status,Credit score,Credit score date,Credit score indicator,"Likelihood of failure (%)
%","Credit limit (GBP)
GBP",Previous credit score,Previous credit score date,Previous credit score indicator,Ultimate owner,"Total Assets
m EUR",Return on Shareholders Funds (%),"Operating revenue (Turnover)
m EUR",Return on Capital Employed (%),Return on Total Assets (%),Profit margin (%),Gross margin (%),Berry ratio,EBIT margin (%),EBITDA margin (%),Net Assets Turnover (x),Fixed Assets Turnover (x),Interest Cover (x),Stock Turnover (x),Debtors Turnover (x),Debtor Collection (days),Creditors Payment (days),Current ratio (x),Liquidity ratio (x),Shareholders liquidity ratio (x),Solvency ratio (Asset based) (%),Solvency ratio (Liability based) (%),Gearing (%),"Profit per employee (unit)
EUR","Shareholders Funds per employee
EUR","Cash In(Out)flow Operat. Activ.
m EUR","Cash In(Out)flow Ret. On Invest.
m EUR","Taxation
m EUR","Cash Out(In)flow Investing Activ.
m EUR","Capital Expenditure & Financ. Invest.
m EUR","Acquisition & Disposal
m EUR","Equity Dividends Paid
m EUR","Management of Liquid Resources
m EUR","Cash Out(In)flow from Financing
m EUR","Increase (Decrease) Cash & Equiv.
m EUR",Asset Cover (x),Year,D/N
INVESCO UK SERVICES LIMITED,No,No,No,No,No,RG9 1HH,6649814,66300,31/12/2020,Active,81,30/09/2021,Secure,2.2,"374,999",89,31/12/2019,Secure,INVESCO LTD,27,-84.48,32,-82.28,-36.56,-30.96,,,-30.96,-30.61,2.66,122.23,,,67.99,5.37,3.31,1.78,1.78,37.32,43.27,76.29,33.79,"-178,709","211,531",,,,,,,,,,,,"2,018",N
SING KEE GROUP LIMITED,No,No,No,No,No,LS7 1BA,5316616,68201,31/08/2021,Active,95,21/03/2022,Secure,0.9,"216,285",92,31/08/2020,Secure,MR QUOC THANH LY,13,21.32,26,15.48,8.83,4.41,15.34,1,4.63,5.07,3.51,2.8,20.56,31.48,15.72,23.23,64.74,0.66,0.51,2.65,41.41,70.67,42.89,"15,340","71,960",1,0,0,,-1,,,,0,0,6.66,"2,018",N
BOLLINGTON INSURANCE BROKERS LIMITED,No,No,No,No,No,EC4N 8AW,2918954,65120,31/12/2020,Active,68,21/10/2021,Stable,2.2,"875,533",55,31/12/2019,Normal,ARTHUR J. GALLAGHER & CO.,13,36.97,16,36.97,27.24,21.63,93.81,1,21.61,22.27,1.71,28.75,560.89,,8.19,44.56,1.46,3.63,3.63,,73.67,,29.91,"21,720","58,751",,,,,,,,,,,,"2,018",N
LUFTHANSA TECHNIK LANDING GEAR SERVICES UK LIMITED,No,No,No,No,No,UB3 1HP,3459428,77351,31/12/2020,Active,29,15/11/2021,Caution,11.2,500,29,31/12/2019,Caution,DEUTSCHE LUFTHANSA AG,32,,48,-11.15,-3.81,-2.54,15.12,1,-1.37,-0.01,4.39,15,0.04,3.08,8.01,45.57,51.86,1.37,0.63,-0.42,-24.61,,,"-4,192",,,,,,,,,,,,1.91,"2,018",N
CHAUCER GROUP LIMITED,No,No,No,No,No,EC3R 6EN,2136429,70229,31/10/2020,Active,99,23/06/2021,Secure,0.9,"1,162,000",92,31/10/2019,Secure,CVC CAPITAL PARTNERS VIII (A) L.P.,23,26.06,21,26.06,19.36,21.56,33.13,3,21.56,21.85,1.21,109.51,,,6.2,58.82,15.26,3.86,3.86,,74.29,,10.26,"36,073","138,403",,,,,,,,,,,,"2,018",N
SPRING MEDIA INVESTMENTS LIMITED,No,No,No,No,No,NW5 3BH,9931422,73120,31/12/2020,Active,46,19/01/2022,Normal,4.2,500,86,31/12/2019,Secure,SPRING MEDIA INVESTMENTS LIMITED,30,-93.64,63,-29.69,-11.14,-5.32,48.95,1,-3.84,-0.4,5.59,5.54,-2.6,,7.27,50.24,28.93,1,0.99,0.46,11.89,13.5,275.92,"-16,794","17,934",2,,,,-1,,,,-1,1,4.3,"2,018",N
HALIAN HOLDINGS LIMITED,No,No,No,No,No,AL1 3HZ,8565431,64209,31/10/2020,Active,99,12/07/2021,Secure,0.9,"311,575",97,31/10/2019,Secure,MR ANTONIAN LEVON,14,30.35,36,30.25,14.46,5.68,26.78,1,6.04,7.22,5.32,24.81,16.16,,4.63,78.83,5.89,1.72,1.72,288.43,47.63,90.94,16.61,"4,746","15,638",3,0,,,0,,-1,,-1,1,,"2,018",N
STEAMSHIP P&I MANAGEMENT LLP,No,No,No,No,No,E1 7LU,OC376859,66220,20/02/2021,Active,93,17/08/2021,Secure,0.9,"521,506",81,20/02/2020,Secure,ROAD KING INFRASTRUCTURE LIMITED,6,,35,78.12,29.93,5.1,51.63,,30.64,32.5,15.32,27.21,,,33.49,10.9,7.21,1.27,1.27,-0.47,-34.54,,,"163,010",,7,0,0,0,,,,,-8,-1,,"2,018",N
EVENLODE EMPLOYEE OWNERSHIP TRUSTEE LIMITED,No,No,No,No,No,OX7 5QR,8422703,64205,31/12/2020,Active,93,07/10/2021,Secure,0.9,"1,298,000",93,31/12/2019,Secure,MRS AMANDA SULLIVAN,12,103.34,22,64.98,41.69,21.86,84.06,1,22.1,22.93,2.97,34.88,92.5,,7.67,47.59,15.7,2.64,2.64,1.69,40.35,67.64,64.57,"100,654","97,403",5,0,-1,,-1,,,,0,3,13.97,"2,018",N
MORRIS LESLIE PLANT HIRE LTD,No,No,No,No,No,PH2 7XZ,SC211749,77320,30/04/2021,Active,88,10/09/2021,Secure,0.9,"4,796,000",92,30/04/2020,Secure,MR MORRIS YOUNG LESLIE,134,51.6,72,3.89,2.7,5.07,24.29,2,12.9,31.04,0.77,0.8,1.58,2.03,9,40.57,5.93,1.09,0.23,0.08,5.24,5.53,,"19,312","37,424",,,,,,,,,,,1.56,"2,018",N
BARBON INSURANCE GROUP LIMITED,No,No,No,No,No,LN6 7EL,3135797,65120,31/12/2020,Active,99,23/02/2022,Secure,0.9,"2,257,000",36,31/12/2019,Caution,BARBECK TOPCO LIMITED,39,15.42,25,15.42,12.41,18.92,98.99,1,18.9,29.71,0.81,1.49,,,2.68,136.16,72.87,2.87,2.87,,80.51,,0.04,"13,997","90,801",,,,,,,,,,,,"2,018",N
GRANFIT HOLDINGS LIMITED,No,No,No,No,No,EH3 7AL,SC021183,31010,31/12/2020,Active,99,27/08/2021,Secure,0.9,"1,264,000",99,31/12/2019,Secure,MR ROBERT IAIN MACDONALD,37,15.04,33,15.01,12.83,14.13,37.62,1,13.48,15.05,1.06,4.06,193.52,8.58,4.51,80.9,25.06,5.34,4.61,469.55,85.27,,0.21,"27,059","179,902",,,,,,,,,,,,"2,018",N
P.C.E. GROUP HOLDINGS LIMITED,No,No,No,No,No,B79 7UL,2438560,70221,31/12/2020,Active,99,27/09/2021,Secure,0.9,"854,289",99,31/12/2019,Secure,PCE EOT LIMITED,16,17.62,29,16.28,5.56,3.07,16.11,1,3.2,5.02,5.31,9.46,20.26,198.99,4.36,83.64,80.43,1.23,1.21,12.18,31.56,46.12,15.53,"7,808","44,310",3,0,0,,0,,0,,0,3,118.12,"2,018",N
BUYINGTEAM HOLDINGS LIMITED,No,No,No,No,No,EC2V 6DN,5075268,70229,31/12/2020,Active,97,13/09/2021,Secure,0.9,"913,852",93,31/12/2019,Secure,MR MATTHEW EATOUGH,14,18.12,25,17.75,13,7.63,40.31,1,7.6,9.21,2.33,60.45,,,6.53,55.92,1.91,3.63,3.63,47.67,71.75,,2.1,"13,803","76,171",0,0,-1,0,,,,,,-1,,"2,018",N
HANNAH HOLDINGS LIMITED,No,No,No,No,No,WN8 9UB,4587713,46320,31/03/2021,Active,99,20/08/2021,Secure,0.9,"207,760",95,31/03/2020,Secure,HANNAH HOLDINGS LIMITED,8,-0.66,30,-0.44,-0.24,-0.06,14.64,1,-0.03,0.62,7,8.49,-1.02,21.32,13.81,26.43,34.63,1.21,0.82,2.05,36.54,57.58,66.14,-157,"23,960",0,0,0,,0,,,,0,0,6.25,"2,018",N
GLADSTONE CAPITAL MANAGEMENT LLP,No,No,No,No,No,W1S 2ES,OC313671,66190,30/11/2020,Active,77,16/03/2022,Stable,2.2,"4,389,000",89,30/11/2019,Secure,MR GEORGE MICHELAKIS,13,95.84,12,95.84,82.13,85.68,,,85.57,85.71,1.12,148.92,,,,,0.75,6.94,6.94,,85.69,,0.53,,,10,0,,,0,,,,-3,7,,"2,018",N
START SPELLMAN HOLDINGS LIMITED,No,No,No,No,No,RH20 2RY,2463591,70100,31/03/2021,Active,99,22/07/2021,Secure,0.9,"625,749",95,31/03/2020,Secure,SPELLMAN HIGH-VOLTAGE ELECTRONICS CORP,15,24.59,32,24.48,16.92,8.02,24.46,1,8.02,10.36,3.05,8.24,,11.1,6.5,56.13,21.12,2.41,1.79,229.28,68.81,,1.85,"19,249","78,287",2,0,-1,,-2,,,,-1,-1,,"2,018",N
DECKERS HOSPITALITY GROUP LIMITED,No,No,No,No,No,OL11 3EX,7161009,56101,30/09/2020,Active,93,24/06/2021,Secure,0.9,"131,500",37,30/09/2019,Caution,MR CLIFFORD BRIERLEY,22,2.03,50,1.11,0.56,0.25,14.54,1,0.67,1.25,4.47,5.35,1.59,14.14,12.23,29.86,48.69,1.17,0.84,1.2,27.62,38.16,128.72,572,"28,155",1,0,,,2,,0,,0,2,5.15,"2,018",N
THOMAS PLANT HIRE LIMITED,No,No,No,No,No,CH7 5BL,7654907,77320,31/05/2021,Active,77,14/02/2022,Stable,2.2,"88,775",89,31/05/2020,Secure,MR WYN LLOYD THOMAS,6,,,,,,,,,,,,,,,,,1.58,1.55,,36.72,58.02,29.82,,,,,,,,,,,,,,"2,018",N
SACKER & PARTNERS LLP,No,No,No,No,No,EC2V 7JE,OC308089,69102,31/12/2020,Active,89,28/06/2021,Secure,0.9,"2,234,000",93,31/12/2019,Secure,SACKER & PARTNERS LLP,20,,34,,,,,,56.75,58.24,1.98,46.53,,,6.51,56.04,1.13,7.71,7.71,6.81,76.31,,14.69,,"132,892",3,,,,0,,,,,2,11.83,"2,018",N
SUNRISE BROKERS LLP,No,No,No,No,No,E14 5RD,OC300626,66190,31/12/2020,Active,86,17/12/2021,Secure,0.9,"3,128,000",37,31/12/2019,Caution,MR HOWARD LUTNICK,44,74.27,47,19.99,18.63,17.48,94.71,2,55.78,55.83,1.14,,388.79,,3.33,109.76,,14.68,14.68,0.37,25.08,33.48,271.5,"104,737","141,028",,,,,,,,,,,1.47,"2,018",N
STAVE-CON HOLDINGS LIMITED,No,No,No,No,No,WV4 6LF,6753256,64203,30/04/2021,Active,88,13/12/2021,Secure,0.9,"315,306",89,30/04/2020,Secure,STAVE-CON HOLDINGS LIMITED,10,29.41,37,23.4,10.5,2.93,6.95,2,3.05,5.33,8,9.01,23.51,12.46,23.3,15.66,44.09,1.09,0.57,3.89,35.71,55.54,50.16,"29,110","98,989",2,0,0,,-1,,-1,,0,0,14.65,"2,018",N
CONCENTRA ANALYTICS LIMITED,No,No,No,No,No,EC2V 6DT,7966027,62012,31/03/2021,Active,89,15/03/2022,Secure,0.9,"225,199",93,31/03/2020,Secure,CONCENTRA ANALYTICS LIMITED,15,-51.31,23,-51.31,-13.22,-8.41,20.19,1,-8.4,-7.53,6.1,24.04,,,4.45,81.97,22.87,1.26,1.26,,25.77,34.71,,"-15,955","31,096",3,0,,,0,,,,-2,1,,"2,018",N
HATCH ASSOCIATES LIMITED,No,No,No,No,No,EC4A 3AG,2425546,70229,30/09/2020,Active,99,12/07/2021,Secure,0.9,"680,742",95,30/09/2019,Secure,HATCHCOS HOLDINGS LTD.,20,,26,13,-4.05,-3.1,16.81,1,-4.83,2.3,,17.1,,,4.82,75.7,7.94,0.7,0.7,,-31.43,,,"-10,751",,0,,,,0,,,,0,1,,"2,018",N
BEACHAMPTON GROUP LIMITED,No,No,No,No,No,MK43 0XP,4555500,70229,30/04/2021,Active,99,03/02/2022,Secure,0.9,"753,336",95,30/04/2020,Secure,MR ANDREW DENISON SMITH,16,18.12,33,16.97,10.48,5.19,9.49,2,5.26,9.89,3.27,3.91,77.87,7.43,10.97,33.27,27.8,1.27,0.56,14.66,57.83,,8.92,"69,109",,1,0,,,-1,,,,0,0,43.59,"2,018",N
SHIELDS ENVIRONMENTAL GROUP (HOLDINGS) LTD.,No,No,No,No,No,RM15 4YE,9591546,70100,30/06/2020,Active,86,26/01/2021,Secure,0.9,"20,640",81,30/06/2019,Secure,SHIELDS ENVIRONMENTAL GROUP (HOLDINGS) LTD.,22,,23,-28.03,-17.64,-16.79,47.1,1,-7.61,0.42,1.67,1.63,-0.83,37.03,6.21,58.79,17.39,0.96,0.89,-0.41,-42.92,,,"-27,573",,0,0,0,,0,,,,0,0,0.94,"2,018",N
XCHANGING CLAIMS SERVICES LIMITED,No,No,No,No,No,GU11 1PZ,4306133,66190,31/03/2021,Active,89,04/01/2022,Secure,0.9,"1,100,000",89,31/03/2020,Secure,THE SOCIETY INCORPORATED BY LLOYD'S ACT 1871 BY THE NAME OF LLOYD'S,32,67.15,37,67.15,33.16,28.9,47.37,3,28.89,29.41,2.32,68.25,,,28.85,12.65,,1.94,1.94,,49.38,97.53,58.56,"50,290","74,891",14,0,-1,,,,,,,14,,"2,018",N
IKO INSULATIONS UK LIMITED,No,No,No,No,No,PE28 4YA,8188653,68209,31/12/2020,Active,99,10/01/2022,Secure,0.9,"469,062",99,31/12/2019,Secure,IKO GROUP,40,,14,66.5,-6.48,-18.62,11.99,0,-16.19,-7.48,,0.39,-6.65,6.21,,,10.2,0.1,0.05,,-9.75,,,"-143,217",,,,,,,,,,,,,"2,018",N
CBRE MANAGEMENT SERVICES LIMITED,No,No,No,No,No,W1G 0NB,1415100,68320,31/12/2019,Active,23,29/04/2021,Caution,11.2,,25,31/12/2018,Caution,"CBRE GROUP, INC.",14,,32,,,,16.5,1,,,,,,,3.95,92.47,0.35,1,1,,0,,,,,,,,,,,,,,,,"2,018",N
PUNTER SOUTHALL WEALTH LIMITED,No,No,No,No,No,WC2N 5HR,5374633,66300,31/12/2020,Active,92,27/09/2021,Secure,0.9,"1,282,000",92,31/12/2019,Secure,PSIGMA WEALTH LIMITED,23,27.72,22,26.94,22.01,22.66,,,22.67,24.4,1.19,6.03,,,533.94,0.68,0.51,4.58,4.58,34.66,79.41,,7.13,"62,379",,,,,,,,,,,,,"2,018",N
CONNOR GROUP LIMITED,No,No,No,No,No,DH4 5NL,3750092,64202,04/04/2021,Active,99,04/10/2021,Secure,0.9,"619,785",92,04/03/2020,Secure,CONNOR GROUP LIMITED,14,51.57,22,23.95,9.29,5.96,26.55,1,6.48,8.77,4.02,3.77,12.56,7.96,6.41,56.97,79.42,0.96,0.64,0.87,18.01,21.96,228.63,"7,545","14,629",1,0,0,,-1,,0,,1,1,6.7,"2,018",N
PALMERSTON CAPITAL MANAGEMENT LLP,No,No,No,No,No,WC2R 1LA,OC382542,66190,31/03/2021,Active,77,21/12/2021,Stable,2.2,"2,986,000",77,31/03/2020,Stable,,8,92.94,9,92.7,92.33,79.12,100,5,79.12,,1.17,,,,,,0,,,374.3,99.34,,0.27,,,0,,,,,,,,,0,376.78,"2,018",N
PETERS & PETERS SOLICITORS LLP,No,No,No,No,No,EC4A 1BW,OC352134,69102,30/04/2021,Active,97,04/03/2022,Secure,0.9,"2,801,000",99,30/04/2020,Secure,,13,92.27,18,86.5,55.98,41.55,,,41.53,42.48,2.08,44.3,,,2.44,149.39,55.86,2.75,2.75,14.99,60.66,,6.67,"93,306","101,118",3,0,,,0,,,,0,3,,"2,018",N
HAWKESWOOD HOLDING GROUP LIMITED,No,No,No,No,No,B7 5RG,9015775,70100,30/04/2021,Active,36,07/02/2022,Caution,11.2,"181,577",33,30/04/2020,Caution,WAYNE HAWKESWOOD,24,18.63,35,12.72,9.06,6.13,22.48,1,6.91,9.13,2.07,2.01,8.91,15.63,20.72,17.62,20.49,0.92,0.59,2.15,48.62,94.62,70.77,"38,312","205,631",2,0,0,,0,,,,-1,0,5.59,"2,018",N
RADWELL INTERNATIONAL- EUROPE LIMITED,No,No,No,No,No,ST5 9QZ,7287750,68209,31/12/2020,Active,99,17/06/2021,Secure,0.9,"618,398",92,31/12/2019,Secure,MR BRIAN RADWELL,18,44.48,29,36.51,12.96,8.09,34.77,1,8.11,9.37,4.51,8.6,73.7,3.74,8.76,41.66,27.77,1.26,0.6,4.58,29.13,41.11,190.66,"12,995","29,216",1,0,-1,,0,,,,0,0,19.51,"2,018",N
PERMIRA CREDIT LIMITED,No,No,No,No,No,SW1Y 5ES,5947361,64999,31/12/2020,Active,93,11/08/2021,Secure,0.9,"1,116,000",89,31/12/2019,Secure,PERMIRA HOLDINGS LIMITED,17,36.28,21,36.28,16.96,14.16,,,14.16,14.83,2.56,48.97,,,,,,1.83,1.83,,46.74,87.76,14.37,"74,544","205,493",,,,,,,,,,,,"2,018",N
PERMIRA CREDIT HOLDINGS LIMITED,No,No,No,No,No,SW1Y 5ES,5965981,64205,31/12/2020,Active,93,11/08/2021,Secure,0.9,"1,204,000",93,31/12/2019,Secure,PERMIRA HOLDINGS LIMITED,17,34.8,21,34.8,16.54,14.09,,,14.09,14.76,2.47,48.97,,,,,,1.86,1.86,,47.52,90.56,13.86,"74,146","213,056",4,,,,0,,-1,,,2,,"2,018",N
FORTRESS INVESTMENT GROUP (UK) LTD,No,No,No,No,No,W1J 8AE,3612389,64209,31/12/2020,Active,99,24/05/2021,Secure,0.9,"1,313,000",99,31/12/2019,Secure,SOFTBANK GROUP CORP,42,13.4,33,12.49,6.96,8.94,,,8.94,10.23,1.4,15.58,,,,,0.52,2.15,2.15,13.87,51.97,,7.21,"58,378",,,,,,,,,,,,,"2,018",N
ST.DAVID'S (GENERAL PARTNER) LIMITED,No,No,No,No,No,SW1E 5JL,4765791,68209,31/03/2021,Active,77,10/01/2022,Stable,2.2,"2,241,000",27,31/12/2019,Caution,1997 BILLOWN SETTLEMENT TRUST,0,,0,7.25,-27.3,,,,,,,0.04,,,,,,0,0,,,,,,,,,,,,,,,,,,"2,018",N
ORBITAL EDUCATION LIMITED,No,No,No,No,No,SK8 7BS,6483814,85310,31/08/2020,Active,99,24/05/2021,Secure,0.9,"1,093,000",99,31/08/2019,Secure,ORBITAL EDUCATION LIMITED,40,60,34,40.55,16.62,19.31,59.55,1,19.77,23.49,2.1,2.32,24.4,452.25,18.79,19.43,4.65,1.06,1.06,2.08,27.7,38.31,51.96,"13,446","22,408",8,0,-1,,-1,,,,-3,4,9.96,"2,018",N
MEDSTROM LTD,No,No,No,No,No,DE74 2SA,5709304,47749,31/12/2020,Active,95,04/10/2021,Secure,0.9,"730,986",95,31/12/2019,Secure,MEDSTROM HOLDINGS LTD,14,31.13,24,22.95,14.45,8.67,27.04,2,10.53,17.7,2.65,3.39,13.94,16.97,5.53,66.02,31.47,1.37,1.11,2.81,46.42,86.65,51.34,"12,138","38,992",6,0,0,,-2,,0,,-2,1,8.94,"2,018",N
SRL TRAFFIC SYSTEMS LIMITED,No,No,No,No,No,CW10 0JG,3466427,27900,30/04/2021,Active,89,10/01/2022,Secure,0.9,"2,391,000",89,30/04/2020,Secure,3I INFRASTRUCTURE PLC,21,38.71,18,34.79,27.35,31.4,76.78,2,33.1,44.87,1.11,1.42,19.46,36.27,4.67,78.21,23.78,1.8,1.69,8.87,70.65,,21.24,"43,865","113,303",8,0,-1,,-2,,,,-4,0,20.08,"2,018",N
INCUBETA UK LIMITED,No,No,No,No,No,EC1V 9NR,5188612,73110,31/12/2019,Active,85,04/05/2021,Secure,0.9,"493,134",85,31/12/2018,Secure,INTERFACE HOLDINGS (PTY) LTD,17,48.93,24,39.54,21.54,14.8,44.77,1,14.64,15.19,2.67,5.09,41.6,,3.85,94.81,29.21,1.57,1.57,4.21,44.01,78.6,37.31,"35,297","72,130",1,0,0,-5,,,,,3,-1,9.57,"2,018",N
AVITAH CAPITAL LLP,No,No,No,No,No,RG1 8LS,OC357913,66190,31/03/2021,Active,81,17/03/2022,Secure,2.2,"716,663",89,31/03/2020,Secure,AVITAH CAPITAL LLP,6,109.63,8,109.63,102.68,77.63,,,77.32,77.55,1.41,126.85,,,,,0.32,15.6,15.6,,93.65,,5.99,"1,509,345",,6,0,,,0,,,,-8,-2,,"2,018",N
PEPPER (UK) LIMITED,No,No,No,No,No,UB8 1QQ,6548489,64922,31/12/2020,Active,99,07/06/2021,Secure,0.9,"2,307,000",95,31/12/2019,Secure,PEPPER GLOBAL EU LENDING HOLDCO LIMITED,22,4.99,49,4.82,2.58,1.15,,,1.1,2.9,4.2,23.59,,,18.5,19.73,6.05,1.95,1.95,28.2,51.72,,17.48,"1,633","32,724",5,,0,-1,,,,,-3,1,,"2,018",N
ORION CAPITAL MANAGERS LLP,No,No,No,No,No,W1G 0PD,OC356966,68310,31/12/2020,Active,99,17/12/2021,Secure,0.9,"979,454",97,31/12/2019,Secure,ORION CAPITAL MANAGERS LLP,26,,35,23.49,10.28,7.76,,,17.05,17.27,3.03,237.86,,,22.25,16.41,5.23,1.77,1.77,0,0.13,0.13,,"62,541",803,14,0,,,0,,,,-7,7,2.29,"2,018",N
PROHIRE LIMITED,No,No,No,No,No,ST4 2ST,1388495,77110,31/03/2021,Active,77,29/12/2021,Stable,2.2,"361,158",92,31/03/2020,Secure,MANAGEMENT BUYOUT TEAM OF PROHIRE GROUP LIMITED,35,3.85,36,2.58,1.85,1.81,13.86,1,2.75,8.92,1.42,3.8,2.93,925.67,34.94,10.45,28.86,2.6,2.59,2.03,48.17,92.95,65.86,"10,660",,,,,,,,,,,,6.16,"2,018",N
HAZLEWOODS LLP,No,No,No,No,No,GL51 0UX,OC311817,69201,30/04/2021,Active,81,19/11/2021,Secure,2.2,"925,729",89,30/04/2020,Secure,,10,,30,,,,,,46.45,47.24,5.2,36.71,1,113.75,3.48,104.85,32.36,2.19,2.12,0.06,3.27,3.38,,,,13,0,,,0,,,,-12,1,1.83,"2,018",N
C M RESTAURANTS (HOLDINGS) LIMITED,No,No,No,No,No,NG31 7ES,9350734,64209,31/12/2020,Active,89,13/10/2021,Secure,0.9,"139,395",31,31/12/2019,Caution,MR MARTIN CUTHBERT,14,31.86,40,6.5,3.96,1.39,41.05,1,1.77,4.48,4.67,3.83,4.7,279.38,,,12.31,0.66,0.63,0.26,12.43,14.19,473.73,513,"1,610",3,-3,,,,,0,,0,0,2.88,"2,018",N
"CENTERBRIDGE PARTNERS, UK LTD",No,No,No,No,No,W1S 3SE,7476923,66300,31/12/2020,Active,97,21/10/2021,Secure,0.9,"1,024,000",86,31/12/2019,Secure,MRS ARONSON H JEFFREY GALLOGLY T MARK,25,296.97,31,105.59,68.79,54.92,,,54.92,56.17,1.92,17.05,,,,,37.18,2.66,2.66,0.55,23.16,30.15,181.63,"956,418",,13,,,,0,,-2,,-17,-6,,"2,018",N
"CENTERBRIDGE PARTNERS EUROPE, LLP",No,No,No,No,No,W1S 3BE,OC360501,66190,31/12/2020,Active,99,14/10/2021,Secure,0.9,"1,336,000",34,31/12/2019,Caution,MRS ARONSON H JEFFREY GALLOGLY T MARK,24,356.19,31,111.09,71.16,54.95,,,71.5,72.76,2.02,17.05,4.32,,,,37.1,2.57,2.57,0.45,19.98,24.97,221.06,"1,076,651",,,,,,,,,,,,2.27,"2,018",N
EGGPLANT TOPCO LIMITED,No,No,No,No,No,EC1A 2AY,9536504,64209,31/12/2020,Active,89,04/10/2021,Secure,0.9,"995,418",64,31/12/2019,Stable,KEYSIGHT TECHNOLOGIES WORLD TRADE INC,47,,27,-28.19,-19.64,-34.24,92.38,1,-9.63,16.94,0.82,0.86,-0.39,597.31,5.1,71.54,12.82,1.11,1.1,-0.42,-51.11,,,"-59,088",,4,0,,,-5,,,,1,0,1.6,"2,018",N
BELTON FARM GROUP HOLDINGS LIMITED,No,No,No,No,No,SY13 1JD,8498727,64209,31/12/2020,Active,92,23/06/2021,Secure,0.9,"804,949",92,31/12/2019,Secure,JUSTINE CHARLES BECKETT,29,12.19,34,11.25,7.61,6.38,14.1,2,7.06,9.07,1.76,3.63,10.3,2.44,7.06,51.69,26.03,2.07,0.56,12.05,62.45,,24.89,"24,442","200,548",2,0,-1,,-2,,0,,0,-1,24.37,"2,018",N
DIGITAL REALTY (UK) LIMITED,No,No,No,No,No,EC2M 5TQ,5813740,64209,31/12/2020,Active,99,17/01/2022,Secure,0.9,"638,301",92,31/12/2019,Secure,"DIGITAL REALTY TRUST,L.P",19,29.79,32,29.79,13.08,7.61,,,7.61,8.36,3.91,79.79,,,24.93,14.64,36.37,1.74,1.74,,43.92,78.32,63.98,"12,066","40,505",,,,,,,,,,,,"2,018",N
EXIGER LIMITED,No,No,No,No,No,E14 4HD,8613726,70229,31/12/2020,Active,77,23/12/2021,Stable,2.2,500,64,31/12/2019,Stable,EXIGER INC,33,-131.87,38,-118.99,-18.25,-15.55,100,1,-15.61,-1.22,7.65,2.59,,,5.68,64.22,24.12,0.65,0.65,9.23,13.84,16.06,408.29,"-29,351","22,258",2,0,,,-4,,,,,-2,349.32,"2,018",N
WELLHOPPED LTD,No,No,No,No,No,WR13 5BB,7157888,46380,30/06/2021,Active,97,21/02/2022,Secure,0.9,"722,670",99,30/06/2020,Secure,EXECUTORS OF ESTATE OF THOMAS HAWKINS WILL TRUST,32,14.65,46,13.45,12.25,8.55,23.2,2,8.82,9.64,1.57,11.93,33.23,2.2,9.1,40.11,10.88,9.81,2.56,11.24,83.59,,10.95,"74,799",,2,0,,,-1,,,,2,2,13.72,"2,018",N
DONATANTONIO GROUP LIMITED,No,No,No,No,No,SL6 3UD,6419169,46390,31/01/2021,Active,68,22/10/2021,Stable,2.2,500,81,31/01/2020,Secure,DONATANTONIO GROUP LIMITED,10,9.26,19,1.85,0.57,0.28,22.24,1,1.79,3.73,6.54,6.32,1.19,8.05,5.69,64.18,40.17,0.98,0.62,0.25,6.16,6.57,,"1,670","18,033",0,0,,,0,,,,0,0,5.23,"2,018",N
ICAP GLOBAL DERIVATIVES LIMITED,No,No,No,No,No,EC2M 3TP,3635229,66190,31/12/2020,Active,97,13/08/2021,Secure,0.9,"953,970",97,31/12/2019,Secure,TP ICAP GROUP PLC,31,37.29,34,37.29,28.32,26.47,,,26.35,,1.41,974.87,,,,,,4.16,4.16,,75.96,,6.94,"985,579",,,,,,,,,,,,,"2,018",N
EJ PARKER TECHNICAL SERVICES HOLDINGS (SCOTLAND) LIMITED,No,No,No,No,No,G71 5PH,SC381518,43210,28/02/2021,Active,60,22/11/2021,Normal,2.2,"14,308",93,28/02/2020,Secure,"ALITER CAPITAL I, LP",17,-16.87,52,-16.6,-3.59,-1.35,14,1,-1.23,0.12,12.27,24.24,-10.35,202.5,4.01,91,33.09,1.14,1.12,61.67,21.26,26.99,53.98,"-1,597","9,462",,,,,,,,,,,,"2,018",N
JUST MORTGAGES DIRECT LIMITED,No,No,No,No,No,CO3 3LD,2412345,68310,31/12/2020,Active,95,04/11/2021,Secure,0.9,"830,208",99,31/12/2019,Secure,MR PAUL ALICK SMITH,8,28.12,25,21.86,15.66,5.3,,,5.14,5.67,4.12,34.3,,,26.36,13.85,0.29,3.22,3.22,3.5,55.7,,28.61,"6,369","22,652",,,,,,,,,,,,"2,018",N
HRS INVESTMENTS LIMITED,No,No,No,No,No,WD18 8AJ,3737053,46690,31/12/2020,Active,92,04/10/2021,Secure,0.9,"486,643",95,31/12/2019,Secure,MR STEVEN EDWARD PITHER,17,40.58,34,31.77,11.05,5.52,34.95,1,5.78,7.14,5.76,9.37,14.83,5.45,5.96,61.25,51.8,1.21,0.64,3.61,27.22,37.4,88.94,"9,876","24,337",0,-1,,,0,,0,,0,0,58.52,"2,018",N
